,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
105,1.14618116667,-0.368865333333,3.58997919033e+16,1.41385533618e+19,1.41744531537e+19,7.54011093739e+18,2.96955094139e+21,2.96955094139e+21
106,1.15426283333,-0.417482666667,3.53354580658e+16,2.3084735536e+19,2.31200709941e+19,2.5195396909e+18,1.64602104008e+21,1.64602104008e+21
107,1.14074833333,-0.493444833333,1.2391223491e+18,1.88278047743e+20,1.89517170092e+20,1.95886900276e+17,2.97639722091e+19,2.97639722091e+19
108,1.21793166667,-0.437845333333,6.02678331599e+13,1.46740037606e+18,1.4674606439e+18,2.65282807774e+17,6.45910216911e+21,6.45910216911e+21
109,1.17623316667,-0.527461666667,1.14912522049e+16,3.68743055685e+19,3.68857968207e+19,6.72672035007e+17,2.15853883667e+21,2.15853883667e+21
110,1.241214,-0.324938666667,1.84478424913e+12,2.46192441309e+17,2.46194286093e+17,9.2654067095e+15,1.23649857625e+21,1.23649857625e+21
111,1.19753966667,-0.342377666667,1.14454011565e+14,1.13306060424e+18,1.13317505825e+18,4.61982265608e+17,4.57348674687e+21,4.57348674687e+21
112,1.26297466667,-0.411995,8.66184239006e+11,2.8756080621e+17,2.87561672394e+17,4.68805707427e+15,1.55636804634e+21,1.55636804634e+21
113,1.27072066667,-0.350113,44270322914.9,1.14206640358e+17,1.14206684628e+17,2.24720216623e+14,5.79723373834e+20,5.79723373834e+20
114,1.29525033333,-0.433012666667,17951489076.8,1.01584180861e+17,1.01584198813e+17,9.93470948895e+13,5.62186970237e+20,5.62186970237e+20
115,1.17901516667,-0.375820666667,1.99677526531e+15,3.19619816679e+18,3.19819494205e+18,3.2624319046e+18,5.22210939504e+21,5.22210939504e+21
116,1.16585583333,-0.479287,1.82492479259e+16,2.16712973208e+19,2.16895465687e+19,4.20627296089e+18,4.99502183968e+21,4.99502183968e+21
117,1.1313995,-0.248695416667,6.64690996258e+16,1.35763299397e+19,1.36427990394e+19,2.85446595143e+18,5.83025372338e+20,5.83025372338e+20
118,1.11685333333,-0.138773666667,3.45651943498e+17,1.63393764617e+19,1.66850284052e+19,2.41909290977e+19,1.14353384935e+21,1.14353384935e+21
119,1.15109788147,-0.258094320986,5.25627071341e+15,4.17996056043e+18,4.18521683114e+18,1.76200238684e+18,1.40120265601e+21,1.40120265601e+21
120,1.11686916667,-0.0473996666665,1.17372187819e+17,1.04829379621e+19,1.06003101499e+19,2.0645389252e+19,1.84391497468e+21,1.84391497468e+21
121,1.14884533333,-0.142223166667,6.20619204425e+15,3.29540697092e+18,3.30161316297e+18,7.92975287045e+18,4.21059527334e+21,4.21059527334e+21
122,1.21243666667,-0.147808,6.24425551872e+12,2.45506947222e+17,2.45513191477e+17,2.82260502997e+16,1.10977063966e+21,1.10977063966e+21
123,1.172804,-0.166668166667,3.08901302331e+14,1.04961900201e+18,1.04992790332e+18,1.10999611161e+18,3.77166752653e+21,3.77166752653e+21
124,1.274509,-0.163612,2216606527.06,3.31289574348e+16,3.31289596514e+16,8.88755607393e+12,1.32831633977e+20,1.32831633977e+20
125,1.224609,-0.236739,5.06272018973e+11,1.85361426908e+17,1.8536193318e+17,2.3945032568e+15,8.76699726199e+20,8.76699726199e+20
126,1.263984,-0.0838336666667,3614391439.98,3.79202788475e+16,3.79202824619e+16,1.40725154698e+13,1.47641371878e+20,1.47641371878e+20
127,1.226772,-0.0946729999999,2.30457463574e+11,1.13148046939e+17,1.13148277397e+17,9.79937315074e+14,4.81121295028e+20,4.81121295028e+20
128,1.287091,-0.120033666667,73123864.0607,1.92370061399e+16,1.9237006213e+16,2.56445916606e+11,6.74643187372e+19,6.74643187372e+19
129,1.27838733333,-0.0428,101628115.029,2.11192615431e+16,2.11192616447e+16,3.47482118198e+11,7.22099955675e+19,7.22099955675e+19
